voltage_trace: voltage_traces/voltage_trace2.txt
Fixed time simulation start ######################################
hazard_threshold_val;time;shtdwn_counter;clk_counter;trace_rom_addr;executed_batches;I_layer1_pwr_apprx_values_idle_state;I_layer1_pwr_apprx_compute_state;I_layer1_pwr_apprx_values_save_state;I_layer1_pwr_apprx_values_rec_state;nv_reg1_pwr_apprx_values_poweron_state;nv_reg1_pwr_apprx_values_rec_state;nv_reg1_pwr_apprx_values_save_state;I_layer2_pwr_apprx_values_idle_state;I_layer2_pwr_apprx_compute_state;I_layer2_pwr_apprx_values_save_state;I_layer2_pwr_apprx_values_rec_state;nv_reg2_pwr_apprx_values_poweron_state;nv_reg2_pwr_apprx_values_rec_state;nv_reg2_pwr_apprx_values_save_state;I_layer3_pwr_apprx_values_idle_state;I_layer3_pwr_apprx_compute_state;I_layer3_pwr_apprx_values_save_state;I_layer3_pwr_apprx_values_rec_state;nv_reg3_pwr_apprx_values_poweron_state;nv_reg3_pwr_apprx_values_rec_state;nv_reg3_pwr_apprx_values_save_state;I_layer4_pwr_apprx_values_idle_state;I_layer4_pwr_apprx_compute_state;I_layer4_pwr_apprx_values_save_state;I_layer4_pwr_apprx_values_rec_state;nv_reg4_pwr_apprx_values_poweron_state;nv_reg4_pwr_apprx_values_rec_state;nv_reg4_pwr_apprx_values_save_state;I_layer5_pwr_apprx_values_idle_state;I_layer5_pwr_apprx_compute_state;I_layer5_pwr_apprx_values_save_state;I_layer5_pwr_apprx_values_rec_state;nv_reg5_pwr_apprx_values_poweron_state;nv_reg5_pwr_apprx_values_rec_state;nv_reg5_pwr_apprx_values_save_state;I_layer6_pwr_apprx_values_idle_state;I_layer6_pwr_apprx_compute_state;I_layer6_pwr_apprx_values_save_state;I_layer6_pwr_apprx_values_rec_state;nv_reg6_pwr_apprx_values_poweron_state;nv_reg6_pwr_apprx_values_rec_state;nv_reg6_pwr_apprx_values_save_state;I_layer7_pwr_apprx_values_idle_state;I_layer7_pwr_apprx_compute_state;I_layer7_pwr_apprx_values_save_state;I_layer7_pwr_apprx_values_rec_state;nv_reg7_pwr_apprx_values_poweron_state;nv_reg7_pwr_apprx_values_rec_state;nv_reg7_pwr_apprx_values_save_state;I_layer8_pwr_apprx_values_idle_state;I_layer8_pwr_apprx_compute_state;I_layer8_pwr_apprx_values_save_state;I_layer8_pwr_apprx_values_rec_state;nv_reg8_pwr_apprx_values_poweron_state;nv_reg8_pwr_apprx_values_rec_state;nv_reg8_pwr_apprx_values_save_state;I_layer9_pwr_apprx_values_idle_state;I_layer9_pwr_apprx_compute_state;I_layer9_pwr_apprx_values_save_state;I_layer9_pwr_apprx_values_rec_state;nv_reg9_pwr_apprx_values_poweron_state;nv_reg9_pwr_apprx_values_rec_state;nv_reg9_pwr_apprx_values_save_state;I_layer10_pwr_apprx_values_idle_state;I_layer10_pwr_apprx_compute_state;I_layer10_pwr_apprx_values_save_state;I_layer10_pwr_apprx_values_rec_state;nv_reg10_pwr_apprx_values_poweron_state;nv_reg10_pwr_apprx_values_rec_state;nv_reg10_pwr_apprx_values_save_state;I_layer11_pwr_apprx_values_idle_state;I_layer11_pwr_apprx_compute_state;I_layer11_pwr_apprx_values_save_state;I_layer11_pwr_apprx_values_rec_state;nv_reg11_pwr_apprx_values_poweron_state;nv_reg11_pwr_apprx_values_rec_state;nv_reg11_pwr_apprx_values_save_state;I_layer12_pwr_apprx_values_idle_state;I_layer12_pwr_apprx_compute_state;I_layer12_pwr_apprx_values_save_state;I_layer12_pwr_apprx_values_rec_state;nv_reg12_pwr_apprx_values_poweron_state;nv_reg12_pwr_apprx_values_rec_state;nv_reg12_pwr_apprx_values_save_state;
2950;3 ms;97;48271;0;17;17009;14166;12350;4649;48174;3791;2748;29347;1828;12350;4649;48174;490;360;30444;731;12350;4649;48174;156;108;30444;731;12350;4649;48174;434;318;30529;646;12350;4649;48174;450;330;30529;646;12350;4649;48174;456;408;30614;561;12350;4649;48174;656;608;30614;561;12350;4649;48174;466;370;30699;476;12350;4649;48174;326;236;30784;391;12350;4649;48174;190;142;30869;306;12350;4649;48174;156;108;30869;306;12350;4649;48174;156;108;
2980;3 ms;97;48271;0;17;20644;13507;12794;1229;48174;3759;2724;32400;1751;12794;1229;48174;448;400;33420;731;12794;1229;48174;376;328;33420;731;12794;1229;48174;262;146;33505;646;12794;1229;48174;270;150;33505;646;12794;1229;48174;184;136;33590;561;12794;1229;48174;306;200;33590;561;12794;1229;48174;230;130;33675;476;12794;1229;48174;124;76;33760;391;12794;1229;48174;124;76;33845;306;12794;1229;48174;124;76;33845;306;12794;1229;48174;124;76;
3010;3 ms;97;48271;0;16;20320;13379;13264;1211;48174;3751;2724;31992;1707;13264;1211;48174;460;248;33011;688;13264;1211;48174;286;160;33011;688;13264;1211;48174;274;154;33091;608;13264;1211;48174;406;290;33091;608;13264;1211;48174;442;332;33171;528;13264;1211;48174;192;144;33171;528;13264;1211;48174;128;80;33251;448;13264;1211;48174;168;120;33331;368;13264;1211;48174;162;114;33411;288;13264;1211;48174;128;80;33411;288;13264;1211;48174;128;80;
3040;3 ms;97;48271;0;16;20296;13017;13674;1187;48174;3743;2720;31665;1648;13674;1187;48174;374;244;32625;688;13674;1187;48174;124;76;32625;688;13674;1187;48174;262;146;32705;608;13674;1187;48174;340;220;32705;608;13674;1187;48174;188;140;32785;528;13674;1187;48174;124;76;32785;528;13674;1187;48174;272;176;32865;448;13674;1187;48174;254;164;32945;368;13674;1187;48174;154;106;33025;288;13674;1187;48174;158;110;33025;288;13674;1187;48174;132;84;
3070;3 ms;97;48271;0;16;20364;12624;14026;1160;48174;2970;1916;31340;1648;14026;1160;48174;466;336;32300;688;14026;1160;48174;460;412;32300;688;14026;1160;48174;358;310;32380;608;14026;1160;48174;276;228;32380;608;14026;1160;48174;384;336;32460;528;14026;1160;48174;382;276;32460;528;14026;1160;48174;242;142;32540;448;14026;1160;48174;216;168;32620;368;14026;1160;48174;262;186;32700;288;14026;1160;48174;232;152;32700;288;14026;1160;48174;160;112;
3100;3 ms;97;48271;0;15;20108;12295;14438;1333;48174;4125;2916;30858;1545;14438;1333;48174;448;236;31758;645;14438;1333;48174;196;148;31758;645;14438;1333;48174;260;212;31833;570;14438;1333;48174;190;142;31833;570;14438;1333;48174;116;68;31908;495;14438;1333;48174;234;128;31908;495;14438;1333;48174;222;122;31983;420;14438;1333;48174;116;68;32058;345;14438;1333;48174;116;68;32133;270;14438;1333;48174;116;68;32133;270;14438;1333;48174;116;68;
3130;3 ms;97;48271;0;14;20048;11805;14946;1375;48174;4384;3128;30308;1545;14946;1375;48174;446;316;31208;645;14946;1375;48174;288;240;31208;645;14946;1375;48174;120;72;31283;570;14946;1375;48174;120;72;31283;570;14946;1375;48174;238;132;31358;495;14946;1375;48174;246;136;31377;476;14946;1375;48174;120;72;31461;392;14946;1375;48174;120;72;31531;322;14946;1375;48174;120;72;31601;252;14946;1375;48174;120;72;31601;252;14946;1375;48174;120;72;
3160;3 ms;97;48271;0;14;19792;11710;15570;1102;48174;3947;2944;30060;1442;15570;1102;48174;136;88;30900;602;15570;1102;48174;136;88;30900;602;15570;1102;48174;136;88;30970;532;15570;1102;48174;276;228;30970;532;15570;1102;48174;264;216;31040;462;15570;1102;48174;314;208;31040;462;15570;1102;48174;396;296;31110;392;15570;1102;48174;224;176;31180;322;15570;1102;48174;166;118;31250;252;15570;1102;48174;228;152;31250;252;15570;1102;48174;182;112;
3190;3 ms;97;48271;0;14;20059;11041;15892;1182;48174;3570;2516;29658;1442;15892;1182;48174;462;332;30498;602;15892;1182;48174;128;80;30498;602;15892;1182;48174;198;150;30568;532;15892;1182;48174;340;224;30568;532;15892;1182;48174;374;264;30638;462;15892;1182;48174;256;208;30638;462;15892;1182;48174;228;180;30708;392;15892;1182;48174;216;168;30778;322;15892;1182;48174;128;80;30848;252;15892;1182;48174;158;110;30848;252;15892;1182;48174;160;112;
3220;3 ms;97;48271;0;13;19686;10431;16760;1297;48174;4819;3540;28778;1339;16760;1297;48174;622;492;29558;559;16760;1297;48174;296;248;29558;559;16760;1297;48174;128;80;29623;494;16760;1297;48174;128;80;29623;494;16760;1297;48174;128;80;29688;429;16760;1297;48174;128;80;29688;429;16760;1297;48174;128;80;29753;364;16760;1297;48174;128;80;29818;299;16760;1297;48174;128;80;29883;234;16760;1297;48174;128;80;29883;234;16760;1297;48174;128;80;
3250;3 ms;97;48271;0;13;19846;10316;16604;1408;48174;4611;3332;28823;1339;16604;1408;48174;380;332;29603;559;16604;1408;48174;128;80;29603;559;16604;1408;48174;128;80;29668;494;16604;1408;48174;128;80;29668;494;16604;1408;48174;128;80;29733;429;16604;1408;48174;188;140;29733;429;16604;1408;48174;182;134;29798;364;16604;1408;48174;128;80;29863;299;16604;1408;48174;128;80;29928;234;16604;1408;48174;158;110;29928;234;16604;1408;48174;152;104;
3280;3 ms;97;48271;0;12;19879;10231;16780;1284;48174;3992;2732;28771;1339;16780;1284;48174;128;80;29551;559;16780;1284;48174;128;80;29551;559;16780;1284;48174;198;150;29616;494;16780;1284;48174;272;224;29616;494;16780;1284;48174;263;204;29704;406;16780;1284;48174;263;204;29714;396;16780;1284;48174;282;234;29774;336;16780;1284;48174;216;168;29834;276;16780;1284;48174;128;80;29894;216;16780;1284;48174;158;110;29894;216;16780;1284;48174;152;104;
3310;3 ms;97;48271;0;12;19658;10016;17224;1276;48174;4607;3344;28438;1236;17224;1276;48174;378;248;29158;516;17224;1276;48174;296;248;29158;516;17224;1276;48174;206;158;29218;456;17224;1276;48174;132;84;29218;456;17224;1276;48174;132;84;29278;396;17224;1276;48174;132;84;29278;396;17224;1276;48174;182;134;29338;336;17224;1276;48174;216;168;29398;276;17224;1276;48174;166;118;29458;216;17224;1276;48174;162;114;29458;216;17224;1276;48174;156;108;
3340;3 ms;97;48271;0;11;19400;9095;18118;1561;48174;5211;3956;27362;1133;18118;1561;48174;473;344;28022;473;18118;1561;48174;139;92;28022;473;18118;1561;48174;139;92;28077;418;18118;1561;48174;139;92;28077;418;18118;1561;48174;139;92;28132;363;18118;1561;48174;139;92;28132;363;18118;1561;48174;139;92;28187;308;18118;1561;48174;139;92;28242;253;18118;1561;48174;199;152;28297;198;18118;1561;48174;267;220;28297;198;18118;1561;48174;187;140;
3370;3 ms;97;48271;0;10;19601;8657;17950;1966;48174;4186;3336;27125;1133;17950;1966;48174;466;424;27785;473;17950;1966;48174;130;88;27785;473;17950;1966;48174;268;158;27840;418;17950;1966;48174;350;236;27840;418;17950;1966;48174;190;148;27896;362;17950;1966;48174;254;212;27928;330;17950;1966;48174;332;242;27978;280;17950;1966;48174;260;176;28028;230;17950;1966;48174;130;88;28078;180;17950;1966;48174;130;88;28078;180;17950;1966;48174;130;88;
3400;3 ms;97;48271;0;10;19603;8657;17946;1968;48174;3378;2528;27127;1133;17946;1968;48174;458;416;27787;473;17946;1968;48174;298;256;27787;473;17946;1968;48174;268;158;27842;418;17946;1968;48174;490;376;27852;408;17946;1968;48174;436;336;27930;330;17946;1968;48174;380;276;27930;330;17946;1968;48174;184;142;27980;280;17946;1968;48174;170;128;28030;230;17946;1968;48174;164;122;28080;180;17946;1968;48174;130;88;28080;180;17946;1968;48174;130;88;
3430;3 ms;97;48271;0;10;19404;8280;18108;2382;48174;4396;3344;26654;1030;18108;2382;48174;202;160;27254;430;18108;2382;48174;206;164;27254;430;18108;2382;48174;330;220;27304;380;18108;2382;48174;342;228;27304;380;18108;2382;48174;122;80;27354;330;18108;2382;48174;122;80;27354;330;18108;2382;48174;122;80;27404;280;18108;2382;48174;122;80;27454;230;18108;2382;48174;122;80;27504;180;18108;2382;48174;152;110;27504;180;18108;2382;48174;146;104;
3460;3 ms;97;48271;0;9;19228;7870;18584;2492;48174;4588;3544;26068;1030;18584;2492;48174;458;252;26668;430;18584;2492;48174;126;84;26668;430;18584;2492;48174;336;294;26737;361;18584;2492;48174;348;306;26756;342;18584;2492;48174;126;84;26801;297;18584;2492;48174;244;144;26801;297;18584;2492;48174;232;138;26846;252;18584;2492;48174;126;84;26891;207;18584;2492;48174;126;84;26936;162;18584;2492;48174;126;84;26936;162;18584;2492;48174;126;84;
3490;3 ms;97;48271;0;9;19238;7870;18586;2480;48174;4168;3124;26078;1030;18586;2480;48174;446;240;26678;430;18586;2480;48174;194;152;26699;409;18586;2480;48174;188;146;26766;342;18586;2480;48174;184;142;26766;342;18586;2480;48174;178;136;26811;297;18586;2480;48174;232;132;26811;297;18586;2480;48174;220;126;26856;252;18586;2480;48174;114;72;26901;207;18586;2480;48174;114;72;26946;162;18586;2480;48174;114;72;26946;162;18586;2480;48174;114;72;
3520;3 ms;97;48271;0;9;19644;7517;18850;2163;48174;4774;3528;26234;927;18850;2163;48174;618;412;26774;387;18850;2163;48174;198;156;26774;387;18850;2163;48174;192;150;26819;342;18850;2163;48174;118;76;26819;342;18850;2163;48174;178;136;26864;297;18850;2163;48174;182;140;26864;297;18850;2163;48174;118;76;26909;252;18850;2163;48174;118;76;26954;207;18850;2163;48174;118;76;26999;162;18850;2163;48174;118;76;26999;162;18850;2163;48174;118;76;
3550;3 ms;97;48271;0;8;20688;7083;19312;1091;48174;4590;3544;26844;927;19312;1091;48174;200;164;27384;387;19312;1091;48174;196;160;27384;387;19312;1091;48174;190;154;27429;342;19312;1091;48174;186;150;27429;342;19312;1091;48174;180;144;27474;297;19312;1091;48174;176;140;27486;285;19312;1091;48174;170;134;27547;224;19312;1091;48174;116;80;27587;184;19312;1091;48174;116;80;27627;144;19312;1091;48174;116;80;27627;144;19312;1091;48174;116;80;
3580;3 ms;97;48271;0;8;20465;7083;18962;1664;48174;4176;3332;26670;878;18962;1664;48174;360;324;27204;344;18962;1664;48174;196;160;27204;344;18962;1664;48174;112;76;27244;304;18962;1664;48174;112;76;27244;304;18962;1664;48174;172;136;27284;264;18962;1664;48174;176;140;27284;264;18962;1664;48174;210;126;27324;224;18962;1664;48174;198;120;27364;184;18962;1664;48174;112;76;27404;144;18962;1664;48174;112;76;27404;144;18962;1664;48174;112;76;
3610;3 ms;97;48271;0;8;20725;6577;18720;2152;48174;4374;3328;26478;824;18720;2152;48174;276;240;26958;344;18720;2152;48174;108;72;26958;344;18720;2152;48174;108;72;26998;304;18720;2152;48174;108;72;26998;304;18720;2152;48174;108;72;27038;264;18720;2152;48174;108;72;27038;264;18720;2152;48174;158;122;27078;224;18720;2152;48174;152;116;27118;184;18720;2152;48174;108;72;27158;144;18720;2152;48174;138;102;27158;144;18720;2152;48174;132;96;
3640;3 ms;97;48271;0;7;20536;6296;19182;2160;48174;4382;3336;26008;824;19182;2160;48174;284;248;26488;344;19182;2160;48174;116;80;26488;344;19182;2160;48174;186;150;26543;289;19182;2160;48174;260;224;26566;266;19182;2160;48174;240;204;26601;231;19182;2160;48174;180;144;26601;231;19182;2160;48174;116;80;26636;196;19182;2160;48174;116;80;26671;161;19182;2160;48174;116;80;26706;126;19182;2160;48174;116;80;26706;126;19182;2160;48174;126;90;
3670;3 ms;97;48271;0;7;20519;5909;16772;4974;48174;4366;3328;25707;721;16772;4974;48174;440;240;26127;301;16772;4974;48174;108;72;26127;301;16772;4974;48174;178;142;26162;266;16772;4974;48174;182;146;26162;266;16772;4974;48174;168;132;26197;231;16772;4974;48174;172;136;26197;231;16772;4974;48174;108;72;26232;196;16772;4974;48174;108;72;26267;161;16772;4974;48174;108;72;26302;126;16772;4974;48174;108;72;26302;126;16772;4974;48174;108;72;
3700;3 ms;97;48271;0;7;20573;5798;16837;4966;48174;4170;3124;25650;721;16837;4966;48174;268;232;26070;301;16837;4966;48174;188;152;26070;301;16837;4966;48174;174;138;26105;266;16837;4966;48174;178;142;26105;266;16837;4966;48174;104;68;26140;231;16837;4966;48174;104;68;26140;231;16837;4966;48174;104;68;26175;196;16837;4966;48174;104;68;26210;161;16837;4966;48174;104;68;26245;126;16837;4966;48174;104;68;26245;126;16837;4966;48174;104;68;
3730;3 ms;97;48271;0;6;20334;5509;15842;6489;48174;4174;3128;25122;721;15842;6489;48174;104;68;25542;301;15842;6489;48174;264;228;25580;263;15842;6489;48174;252;216;25615;228;15842;6489;48174;104;68;25615;228;15842;6489;48174;104;68;25645;198;15842;6489;48174;104;68;25645;198;15842;6489;48174;104;68;25675;168;15842;6489;48174;104;68;25705;138;15842;6489;48174;104;68;25735;108;15842;6489;48174;104;68;25735;108;15842;6489;48174;104;68;
3760;3 ms;97;48271;0;6;20242;5509;15950;6473;48174;4374;3328;25122;629;15950;6473;48174;268;232;25493;258;15950;6473;48174;188;152;25493;258;15950;6473;48174;104;68;25523;228;15950;6473;48174;104;68;25523;228;15950;6473;48174;104;68;25553;198;15950;6473;48174;104;68;25553;198;15950;6473;48174;104;68;25583;168;15950;6473;48174;104;68;25613;138;15950;6473;48174;104;68;25643;108;15950;6473;48174;104;68;25643;108;15950;6473;48174;104;68;
3790;3 ms;97;48271;0;6;20375;5318;16124;6357;48174;4578;3532;25075;618;16124;6357;48174;188;152;25435;258;16124;6357;48174;104;68;25435;258;16124;6357;48174;104;68;25465;228;16124;6357;48174;104;68;25465;228;16124;6357;48174;104;68;25495;198;16124;6357;48174;104;68;25495;198;16124;6357;48174;104;68;25525;168;16124;6357;48174;104;68;25555;138;16124;6357;48174;104;68;25585;108;16124;6357;48174;104;68;25585;108;16124;6357;48174;104;68;
3820;3 ms;97;48271;0;6;21682;5256;16504;4732;48174;4162;3324;26320;618;16504;4732;48174;178;148;26680;258;16504;4732;48174;94;64;26680;258;16504;4732;48174;94;64;26710;228;16504;4732;48174;94;64;26710;228;16504;4732;48174;94;64;26740;198;16504;4732;48174;94;64;26740;198;16504;4732;48174;94;64;26770;168;16504;4732;48174;94;64;26800;138;16504;4732;48174;94;64;26830;108;16504;4732;48174;94;64;26830;108;16504;4732;48174;94;64;
3850;3 ms;97;48271;0;6;21842;5228;16376;4728;48174;2542;2108;26452;618;16376;4728;48174;98;68;26812;258;16376;4728;48174;98;68;26812;258;16376;4728;48174;168;138;26842;228;16376;4728;48174;172;142;26842;228;16376;4728;48174;158;128;26872;198;16376;4728;48174;162;132;26872;198;16376;4728;48174;294;168;26902;168;16376;4728;48174;270;156;26932;138;16376;4728;48174;98;68;26962;108;16376;4728;48174;158;128;26962;108;16376;4728;48174;146;116;
3880;3 ms;97;48271;0;5;24837;4658;17216;1463;48174;4354;3724;28980;515;17216;1463;48174;516;492;29280;215;17216;1463;48174;96;72;29280;215;17216;1463;48174;96;72;29305;190;17216;1463;48174;96;72;29305;190;17216;1463;48174;96;72;29330;165;17216;1463;48174;96;72;29330;165;17216;1463;48174;96;72;29355;140;17216;1463;48174;96;72;29380;115;17216;1463;48174;96;72;29405;90;17216;1463;48174;96;72;29405;90;17216;1463;48174;96;72;
3910;3 ms;97;48271;0;5;24861;4360;17486;1467;48174;4166;3536;28706;515;17486;1467;48174;180;156;29006;215;17486;1467;48174;176;152;29006;215;17486;1467;48174;170;146;29031;190;17486;1467;48174;96;72;29031;190;17486;1467;48174;96;72;29056;165;17486;1467;48174;96;72;29056;165;17486;1467;48174;96;72;29081;140;17486;1467;48174;96;72;29106;115;17486;1467;48174;96;72;29131;90;17486;1467;48174;96;72;29131;90;17486;1467;48174;96;72;
